metric,raw_metric_name,quarter,type,value,ci_lower,ci_upper
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2007-07-01,history,4092262.5,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2007-10-01,history,3907706.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2008-01-01,history,3227740.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2008-04-01,history,2851851.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2008-07-01,history,2653344.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2008-10-01,history,2417778.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2009-01-01,history,2363827.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2009-04-01,history,2487646.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2009-07-01,history,2495869.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2009-10-01,history,2391770.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2010-01-01,history,2357744.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2010-04-01,history,2592515.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2010-07-01,history,2664200.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2010-10-01,history,2535837.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2011-01-01,history,2450653.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2011-04-01,history,2553792.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2011-07-01,history,2608097.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2011-10-01,history,2494445.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2012-01-01,history,2414568.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2012-04-01,history,2580080.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2012-07-01,history,2682445.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2012-10-01,history,2657839.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2013-01-01,history,2635857.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2013-04-01,history,2825128.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2013-07-01,history,2920549.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2013-10-01,history,2936647.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2014-01-01,history,3009924.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2014-04-01,history,3179123.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2014-07-01,history,3233653.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2014-10-01,history,3212571.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2015-01-01,history,3165609.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2015-04-01,history,3362617.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2015-07-01,history,3492077.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2015-10-01,history,3529247.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2016-01-01,history,3593174.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2016-04-01,history,3825198.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2016-07-01,history,3906068.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2016-10-01,history,3865288.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2017-01-01,history,3838985.3333333335,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2017-04-01,history,3977267.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2017-07-01,history,4056080.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2017-10-01,history,4027469.3333333335,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2018-01-01,history,4033691.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2018-04-01,history,4260600.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2018-07-01,history,4331916.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2018-10-01,history,4310882.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2019-01-01,history,4306726.666666667,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2019-04-01,history,4471556.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2019-07-01,history,4549465.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2019-10-01,history,4574742.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2020-01-01,history,4508664.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2020-04-01,history,3988607.3333333335,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2020-07-01,history,4276199.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2020-10-01,history,4542920.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2021-01-01,history,4791075.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2021-04-01,history,5294209.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2021-07-01,history,5736123.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2021-10-01,history,6016835.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2022-01-01,history,6234965.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2022-04-01,history,6661777.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2022-07-01,history,7050755.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2022-10-01,history,7200721.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2023-01-01,history,7254059.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2023-04-01,history,7488398.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2023-07-01,history,7729554.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2023-10-01,history,7641764.666666667,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2024-01-01,history,7557372.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2024-04-01,history,7597772.666666667,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2024-07-01,history,7612134.666666667,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2024-10-01,history,7494774.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2025-01-01,history,7415806.666666667,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2025-04-01,history,7370950.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2025-07-01,history,7394013.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2025-10-01,history,7331751.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2026-01-01,history,7189852.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2026-04-01,history,7218231.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2026-06-30,forecast,5151285.728074543,4792043.26833951,5537459.318780186
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2026-09-30,forecast,5159836.608129562,4511158.90132802,5901790.294896572
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2026-12-31,forecast,5154534.537552504,4323932.68591892,6144690.083947302
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2027-03-31,forecast,5194214.266160502,4214380.1679882435,6401857.632047528
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2027-06-30,forecast,5265181.920542453,4119671.888950836,6729210.821560637
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2027-09-30,forecast,5297890.277817664,3999991.720830598,7016924.872526157
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2027-12-31,forecast,5319956.854669353,3891594.6360791796,7272581.95731761
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2028-03-31,forecast,5379316.229548373,3823642.837435722,7567925.2293576645
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2028-06-30,forecast,5465158.375340068,3765694.173708921,7931593.668991988
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2028-09-30,forecast,5520617.588934432,3686809.28235683,8266556.8596402565
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2028-12-31,forecast,5568148.536543479,3612211.286477163,8583185.109099321
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2029-03-31,forecast,5647367.624903407,3565340.7397123966,8945221.065569129
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2029-06-30,forecast,5749614.228415065,3526918.8764354354,9373071.775612779
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2029-09-30,forecast,5827777.334143898,3472984.7025297037,9779193.27765046
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2029-12-31,forecast,5900393.865126973,3421285.3981775586,10175896.98368132
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2030-03-31,forecast,6000627.783651686,3389868.791778123,10622102.50888358
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2030-06-30,forecast,6121458.441342236,3365658.239639747,11133707.221886873
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2030-09-30,forecast,6223406.292514325,3330080.6468418413,11630584.958486855
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2030-12-31,forecast,6321987.875082301,3295965.0480113076,12126199.79596047
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2031-03-31,forecast,6445293.007118207,3277239.3288549096,12675852.380339257
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2031-06-30,forecast,6587580.297420037,3264693.9449373335,13292582.6760124
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2031-09-30,forecast,6715430.69507006,3243830.3898005807,13902394.392162273
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2031-12-31,forecast,6842002.7340366915,3224142.7136357403,14519519.007201875
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2032-03-31,forecast,6991351.009920287,3216485.767145217,15196395.222135838
A&E attendances (flow),total_attendances,2010-07-01,history,3508649.0,,
A&E attendances (flow),total_attendances,2010-10-01,history,5190116.571428572,,
A&E attendances (flow),total_attendances,2011-01-01,history,5190601.714285716,,
A&E attendances (flow),total_attendances,2011-04-01,history,5503487.285714287,,
A&E attendances (flow),total_attendances,2011-07-01,history,5404278.285714285,,
A&E attendances (flow),total_attendances,2011-10-01,history,5322399.142857142,,
A&E attendances (flow),total_attendances,2012-01-01,history,5374902.571428571,,
A&E attendances (flow),total_attendances,2012-04-01,history,5586934.999999999,,
A&E attendances (flow),total_attendances,2012-07-01,history,5558156.428571429,,
A&E attendances (flow),total_attendances,2012-10-01,history,5410335.0,,
A&E attendances (flow),total_attendances,2013-01-01,history,5246951.0,,
A&E attendances (flow),total_attendances,2013-04-01,history,5554127.0,,
A&E attendances (flow),total_attendances,2013-07-01,history,5585628.714285715,,
A&E attendances (flow),total_attendances,2013-10-01,history,5344495.0,,
A&E attendances (flow),total_attendances,2014-01-01,history,5358694.142857144,,
A&E attendances (flow),total_attendances,2014-04-01,history,5797972.285714284,,
A&E attendances (flow),total_attendances,2014-07-01,history,5664226.571428571,,
A&E attendances (flow),total_attendances,2014-10-01,history,5624061.285714285,,
A&E attendances (flow),total_attendances,2015-01-01,history,5329880.428571428,,
A&E attendances (flow),total_attendances,2015-04-01,history,5721845.571428573,,
A&E attendances (flow),total_attendances,2015-07-01,history,5678013.0,,
A&E attendances (flow),total_attendances,2015-10-01,history,5664995.0,,
A&E attendances (flow),total_attendances,2016-01-01,history,5865249.42857143,,
A&E attendances (flow),total_attendances,2016-04-01,history,5896923.0,,
A&E attendances (flow),total_attendances,2016-07-01,history,5964399.0,,
A&E attendances (flow),total_attendances,2016-10-01,history,5854254.0,,
A&E attendances (flow),total_attendances,2017-01-01,history,5646725.0,,
A&E attendances (flow),total_attendances,2017-04-01,history,6010607.0,,
A&E attendances (flow),total_attendances,2017-07-01,history,5924568.0,,
A&E attendances (flow),total_attendances,2017-10-01,history,6025062.0,,
A&E attendances (flow),total_attendances,2018-01-01,history,5869883.0,,
A&E attendances (flow),total_attendances,2018-04-01,history,6242769.0,,
A&E attendances (flow),total_attendances,2018-07-01,history,6183445.0,,
A&E attendances (flow),total_attendances,2018-10-01,history,6164857.0,,
A&E attendances (flow),total_attendances,2019-01-01,history,6235911.0,,
A&E attendances (flow),total_attendances,2019-04-01,history,6392158.0,,
A&E attendances (flow),total_attendances,2019-07-01,history,6513830.0,,
A&E attendances (flow),total_attendances,2019-10-01,history,6494927.0,,
A&E attendances (flow),total_attendances,2020-01-01,history,5616201.0,,
A&E attendances (flow),total_attendances,2020-04-01,history,3589014.0,,
A&E attendances (flow),total_attendances,2020-07-01,history,5001169.0,,
A&E attendances (flow),total_attendances,2020-10-01,history,4559197.0,,
A&E attendances (flow),total_attendances,2021-01-01,history,4280179.0,,
A&E attendances (flow),total_attendances,2021-04-01,history,6098906.0,,
A&E attendances (flow),total_attendances,2021-07-01,history,6323299.0,,
A&E attendances (flow),total_attendances,2021-10-01,history,6077399.0,,
A&E attendances (flow),total_attendances,2022-01-01,history,5875363.0,,
A&E attendances (flow),total_attendances,2022-04-01,history,6453540.0,,
A&E attendances (flow),total_attendances,2022-07-01,history,6185823.0,,
A&E attendances (flow),total_attendances,2022-10-01,history,6660911.0,,
A&E attendances (flow),total_attendances,2023-01-01,history,6048568.0,,
A&E attendances (flow),total_attendances,2023-04-01,history,6505685.0,,
A&E attendances (flow),total_attendances,2023-07-01,history,6479694.0,,
A&E attendances (flow),total_attendances,2023-10-01,history,6576822.0,,
A&E attendances (flow),total_attendances,2024-01-01,history,6758868.0,,
A&E attendances (flow),total_attendances,2024-04-01,history,6951025.0,,
A&E attendances (flow),total_attendances,2024-07-01,history,6699840.0,,
A&E attendances (flow),total_attendances,2024-10-01,history,7021468.0,,
A&E attendances (flow),total_attendances,2025-01-01,history,6695265.0,,
A&E attendances (flow),total_attendances,2025-04-01,history,7046531.0,,
A&E attendances (flow),total_attendances,2025-07-01,history,6986025.0,,
A&E attendances (flow),total_attendances,2025-10-01,history,7074451.0,,
A&E attendances (flow),total_attendances,2026-01-01,history,6869018.0,,
A&E attendances (flow),total_attendances,2026-04-01,history,4802727.0,,
A&E attendances (flow),total_attendances,2026-06-30,forecast,5133837.2836515,3979865.616021849,6109443.002367241
A&E attendances (flow),total_attendances,2026-09-30,forecast,5207399.612416077,3900122.2768056677,6545918.239411241
A&E attendances (flow),total_attendances,2026-12-31,forecast,5343007.623474668,3910553.5075427704,6798495.032347696
A&E attendances (flow),total_attendances,2027-03-31,forecast,5442987.454826996,3945774.899792799,6957181.784947829
A&E attendances (flow),total_attendances,2027-06-30,forecast,5516699.668428604,3984739.381407266,7061180.1229236135
A&E attendances (flow),total_attendances,2027-09-30,forecast,5571045.533595164,4020050.4896347113,7131271.331865405
A&E attendances (flow),total_attendances,2027-12-31,forecast,5611113.154907755,4049533.901517843,7179497.974222149
A&E attendances (flow),total_attendances,2028-03-31,forecast,5640653.843472171,4073109.9341629012,7213215.298043519
A&E attendances (flow),total_attendances,2028-06-30,forecast,5662433.331554375,4091480.9104545484,7237085.042432064
A&E attendances (flow),total_attendances,2028-09-30,forecast,5678490.712887533,4105559.8725120155,7254148.931721202
A&E attendances (flow),total_attendances,2028-12-31,forecast,5690329.351808027,4116229.5678781834,7266439.9523271825
A&E attendances (flow),total_attendances,2029-03-31,forecast,5699057.63499331,4124253.225477038,7275344.560932545
